"","to","from","fraction2010","fraction2011","fraction2012","fraction2013","fraction2014","fraction2015","fraction2016","fraction2017","fraction2018","fraction2019","fraction_mean"
"1027","Czechia","United States of America",0.0942691014511006,0.0798438076520763,0.0290003001366192,0.0142905920896339,0.0180661170626746,0.0164860267830983,0.0324961097961285,0.0496280087431259,0.0687826236398085,0.0102234320022179,0.0413086119356484
"1028","Democratic People's Republic of Korea","United States of America",0.103096364871159,0.0312183192356115,0.0292485359825732,0.0475998393854795,0.00981302444841685,0.0728540705565535,0.0200875809101872,0.0029222379374785,0.00921369755084783,0.00227440851941801,0.0328328079397725
"1029","Denmark","United States of America",0.0181250322401524,0.0148893300403688,0.00985630134892937,0.00350082673365678,0.00621669968048596,0.0123564757446176,0.00550404382477368,0.00740885783282004,0.0054052051971764,0.00549149216830088,0.00887542648112819
"1030","Dominican Republic","United States of America",0.844150356085095,0.778685615000297,0.39203892173663,0.365691872944264,0.688621740884028,0.468660564258664,0.478958276736121,0.487627569329655,0.635808633035419,0.321538453392863,0.546178200340304
"1031","Ecuador","United States of America",0.247923114491558,0.259596597910928,0.174255685886514,0.200468455994,0.378854278641174,0.331677468733931,0.250335793968157,0.264818465255593,0.218711198861377,0.36324512673348,0.268988618647671
"1032","Egypt","United States of America",0.335059199868301,0.295239449120887,0.116579403277951,0.131502740482478,0.190686894386135,0.0856274284448431,0.0593713239722082,0.0553637141955439,0.205604221150585,0.126388599074842,0.160142297397377
"1033","El Salvador","United States of America",0.930344085328974,0.938652417919948,0.87598061551706,0.893708011623283,0.972850550492408,0.869085354624901,0.963437773081069,0.889874145075677,0.973438052356102,0.812337938218336,0.911970894423776
"1034","Finland","United States of America",0.0377463792189938,0.0289056339439504,0.0137419712458349,0.0135154282400161,0.00890005099618701,0.0270704129203953,0.317551246160188,0.0131909762611471,0.156484913752355,0.0134738642032926,0.063058087694236
"1035","France","United States of America",0.161708005925999,0.099922323818123,0.00765293976325152,0.10078780520901,0.102858582577848,0.080007810973082,0.187375665295447,0.0522007382980503,0.206870457238305,0.128376355453365,0.112776068455248
"1036","French Polynesia","United States of America",0.872843743496626,0.566736125635437,0.661433309988565,0.446958653221281,0.621640835327405,0.551026367546611,0.558711918106826,0.530454855193916,0.87837108085736,0.872793009432577,0.65609698988066
"1037","Germany","United States of America",0.18617480229269,0.0941838350362223,0.181989359244197,0.171516279094978,0.14864388420774,0.242953955783587,0.178399383978467,0.201639265833867,0.190158789890827,0.0923051587969633,0.168796471415954
"1038","Greece","United States of America",0.0503419557287254,0.0132950840814336,0.00529090558641591,0.00102978496065292,0.0163523100766416,0.00134708893842353,0.0109794989251524,0.00845375468705194,0.0303201325991948,0.00136946151181108,0.0138779977095503
"1039","Grenada","United States of America",0.974989470305254,0.979796684172123,0.972504891210237,0.948170815539247,0.952116093101307,0.961624285469614,0.971674347222977,0.949419912506804,0.956408265520926,0.978860067983089,0.964556483303158
"1040","Guatemala","United States of America",0.957874322131658,0.959821866127803,0.754288669557236,0.706265926612279,0.959374020469993,0.900290124651308,0.963921221017552,0.875177402200215,0.957690899889381,0.841204387965398,0.887590884062282
"1041","Guyana","United States of America",0.450104300919803,0.476920311122264,0.456098582344275,0.569099910505129,0.706540378204162,0.706575618739036,0.521029236271198,0.755776552981621,0.969118008590053,0.978049007685431,0.658931190736297
"1042","Honduras","United States of America",0.987525253304658,0.986934989616101,0.89918703568851,0.836965994694788,0.948700499041569,0.909075497453266,0.989652091836581,0.983009194345863,0.982023936117158,0.986861462254527,0.950993595435302
"1043","Hungary","United States of America",0.00477356117359042,0.00159941938420332,0.00580346501192708,0.0100086368184937,0.00415893546173684,0.00538240234231751,0.00228868006914892,0.00224304026075282,0.0448998896547099,0.025300618196104,0.0106458648372984
"1044","Iceland","United States of America",0.021912423484945,0.0259603234538517,0.00406057243487694,0.00445978528062442,0.00715612788885775,0.00709029192459833,0.0060448490446983,0.0221574977199255,0.0223191509964138,0.00533624388025375,0.0126497266109045
"1045","India","United States of America",0.000943517246160824,0.108213590941764,0.247272744871844,0.0147486059582499,0.0699580421751747,0.0418984495499367,0.00786691772610786,0.00237814107037646,0.0582176903900425,0.0475998830986611,0.0599097583028318
"1046","Indonesia","United States of America",0.290469402104744,0.280096822184718,0.242689170159917,0.206042661915033,0.223304373519626,0.183366902532167,0.273331114034182,0.276042763437746,0.25798912355855,0.261615945370089,0.249494827881677
"1047","Iran (Islamic Republic of)","United States of America",0.0228337096528943,0.0160799906381032,0.02974517916912,0.00934176371265965,0.000240857442865753,0.0202556999189497,0.0129662649705869,0.00838128016788892,0.0757290837715643,0.00534361818366815,0.0200917447628301
"1048","Iraq","United States of America",0.238672558627032,0.500914910732997,0.0841819202552276,0.000343091033429987,0.0320501321994672,0.290813305892662,0.00227779632465689,0.318744915810973,0.378012542872919,0.307267653731271,0.215327882748064
"1049","Ireland","United States of America",0.0428256309967267,0.106294765129746,0.00337101375829073,0.0318531009338741,0.117669284452377,0.0503954705147695,0.197342619565169,0.0812230469046718,0.0471863805218478,0.0294418536543046,0.0707603166431778
"1050","Israel","United States of America",0.288745457956753,0.367891388436789,0.118760823072565,0.118774375727745,0.22186853136859,0.0505394036342514,0.200617292066453,0.0684880944603016,0.264019428346991,0.0875668270870149,0.178727162215745
"1051","Italy","United States of America",0.0569212065378477,0.0521654622812411,0.0498380314843836,0.0736326780158209,0.0509587898324619,0.0723814579812324,0.0576752789628069,0.0379555349953558,0.0981233811286997,0.0794899011815254,0.0629141722401375
"1052","Jamaica","United States of America",0.690797770438831,0.91280030233324,0.775783401397586,0.784258254076674,0.934119989404082,0.980675283979077,0.977698383656432,0.945566415582901,0.97535438212088,0.961957425891285,0.893901160888099
"1053","Japan","United States of America",0.811922697326604,0.786113340794743,0.63116945880259,0.473564355848105,0.745383641059795,0.704502016361825,0.707777062185239,0.690163533858968,0.828402695761798,0.585160105608528,0.696415890760819
"1054","Jordan","United States of America",0.129331595182648,0.370185172629547,0.0227876330401842,0.033752449052187,0.00595426197981516,0.0587975033291876,0.0983576842354373,0.160993211699994,0.00284839150156722,0.00163486696892883,0.0884642769619496
"1055","Latvia","United States of America",0.00294262925463877,0.00184937191413343,0,0,0,0,0,0,6.85024929654332e-05,0.000399700045877898,0.000526020370761554
"1056","Lebanon","United States of America",0.342816905369213,0.234452941998873,0.00016993867075164,0.0224965571628447,0.0588385600261715,0.000434455047880271,0.000508409352913886,0.0085040372460625,0.0368906948358659,0.032995212773829,0.0738107712484406
"1057","Libya","United States of America",0.0797832033904304,0.0471105742380892,0.00597332603458195,0.0526973602104527,0.00848116970607237,0.0422566689284802,0.0420397259532168,0.0353059337062856,0.0369385858025502,0.0405003100973965,0.0391086858067556
"1058","Madagascar","United States of America",0.0806579659310289,0.15258880501859,0.3236602947373,0,0,0.00629356897224839,0.00937660580927603,0,0,0,0.0572577240468443
"1059","Malaysia","United States of America",0.0937993201860973,0.149967135259048,0.0696118828872467,0.0842297328143642,0.0869184145792763,0.0933875129165644,0.109568138188142,0.153699205824462,0.14873967549488,0.172753446864593,0.116267446501467
"1060","Mexico","United States of America",0.927260089801525,0.873957184255724,0.87387957594725,0.832355314910362,0.901201098585398,0.898810592137401,0.901505005492562,0.896627009725062,0.902212835855355,0.862952524834116,0.887076123154475
"1061","Morocco","United States of America",0.141712628211557,0.0752082998826711,0.0191932610066192,0.0282382084465821,0.0398181688843054,0.074290662436326,0.173397943277829,0.163671153427645,0.187367614892917,0.0141710400850505,0.0917068980551502
"1062","Netherlands","United States of America",0.0177994137416444,0.0403295975652966,0.00756688899400565,0.0110785681554297,0.0771898624059442,0.0705690047782138,0.129704846395837,0.137432503458233,0.223692543578854,0.144981241406881,0.086034447048034
"1063","Nicaragua","United States of America",0.984682285624822,0.810424955381566,0.52650947498324,0.332381338264894,0.467259522668449,0.495581749589973,0.633770561687928,0.492210514026763,0.631773735961053,0.618959938271209,0.59935540764599
"1064","Nigeria","United States of America",0.817339897975096,0.869077545847906,0.668038928795881,0.611774726786518,0.434604100562888,0.408122533234003,0.269118167204283,0.282182890648071,0.192925325867396,0.426258570652564,0.497944268757461
"1065","Norway","United States of America",0.00592080957661245,0.0225487606782522,0.0243369077207803,0.00884709862605824,0.00527918589177011,0.00456332463457321,0.00846572840191795,0.0107486819945822,0.01083778973458,0.00351975021979618,0.0105068037478923
"1066","Pakistan","United States of America",0.578841695287207,0.24053706682209,0.665206596939829,0.0780706216111365,0.0346119270134253,0.461056700457646,0.385150761868533,0.539936297250852,0.716906646991056,0.575828559034117,0.427614687327589
"1067","Panama","United States of America",0.928947461147424,0.842509869942834,0.411323158354161,0.748022744016951,0.953676450680287,0.854296482682698,0.953666411596217,0.986092904656048,0.921731536769759,0.965281673062333,0.856554869290871
"1068","Peru","United States of America",0.377585550073746,0.261407970757536,0.0614594894409826,0.218638132119332,0.567581280930191,0.501262767040448,0.678932126356143,0.671406944083601,0.632263809903796,0.288345080779895,0.425888315148567
"1069","Philippines","United States of America",0.531427932519617,0.60161848372317,0.468859216406773,0.519725236451163,0.522649556763415,0.403838581895234,0.459210086116967,0.421520458192906,0.340259801190493,0.420048807301906,0.468915816056164
"1070","Poland","United States of America",0.00343816925872539,0.00216286821339081,0.00334210832388502,0.00505703479304779,0.0299012749546681,0.0590943612173998,0.0375866708390827,0.0479768988919177,0.117819889138423,0.00840410624246882,0.0314783381873009
"1071","Portugal","United States of America",0.0354504530918206,0.154469292382823,0.0465927476745551,0.0335130921426455,0.195740189009325,0.0948798757869091,0.0622115441523926,0.0673112115867653,0.18912589939441,0.110416389946988,0.0989710695168635
"1072","Republic of Korea","United States of America",0.676067069553463,0.611284715028831,0.338866340165293,0.13000561695886,0.45729584540987,0.342171878990374,0.418431145873044,0.41766605587194,0.610715398257874,0.258265163081699,0.426076922919125
"1073","Romania","United States of America",0.00178225664677378,0.00101746959766885,0.0104731698486159,0.000960549169402931,0.0012684430386619,0.0209072314701771,0.00232590172084445,0.000857269641986221,0.0519167510967626,0.000877419335206579,0.00923864615661003
"1074","Russian Federation","United States of America",0.046676331871422,0.0598320664827692,0.0931818143209324,0.128666269548249,0.152481626909087,0.201471438556129,0.0585535331696312,0.00116228209149007,0.00248599695587017,0.000741610321399282,0.0745252970226979
"1075","Saint Vincent and the Grenadines","United States of America",0.969964624309624,0.971041533254436,0.969595865606583,0.9555678372992,0.951499540410144,0.966629352114709,0.976788888266442,0.955532828559342,0.956217067968233,0.976642571012569,0.964948010880128
"1076","Saudi Arabia","United States of America",0.224547915296069,0.259440407325339,0.166890238413057,0.112385577550419,0.211181239804493,0.219593954434016,0.283876960656396,0.269368848803548,0.268349346747549,0.125646767454071,0.214128125648496
"1077","Singapore","United States of America",0.306027986249698,0.355345683281798,0.293655052239617,0.214778925917878,0.230121850181822,0.223131511316638,0.268974578935439,0.214753518016787,0.232339836748654,0.358548367595106,0.269767731048344
"1078","Slovenia","United States of America",0.000647976708021293,0,0,0,0,0,0,0,0.00183514028457036,0,0.000248311699259165
"1079","South Africa","United States of America",0.246661378723262,0.134495645195457,0.02168494191711,0.0940350816414367,0.0323336826537221,0.0238543398254294,0.119275401282987,0.140265168466976,0.018745315846358,0.0589562369404877,0.0890307192493225
"1080","Spain","United States of America",0.0946997054761602,0.0640056617875155,0.0673271545505281,0.0930037330222417,0.125934451130983,0.0696086502786658,0.0737781178867828,0.04738639547456,0.164661464265857,0.0868537753681141,0.0887259109241407
"1081","Sudan (former)","United States of America",0.00095173148110665,0.00141106275971354,0,0,0,0,0,0,0,0,0.000236279424082019
"1082","Suriname","United States of America",0.9814029179755,0.703609644228342,0.696721550640091,0.270775623838692,0.193107484290503,0.408953947975023,0.404168257676774,0.50174079896161,0.324125075304675,0.240190087205016,0.472479538809623
"1083","Sweden","United States of America",0.0155255971188979,0.00625374884593144,0.0104282480398654,0.00936583838670129,0.0112388601200223,0.0219834219530893,0.015651445591763,0.0291852015741865,0.0239104310274615,0.0179344007590623,0.0161477193416981
"1084","Switzerland","United States of America",0.00953628111878495,0.00438436600770567,0.00250429663527147,0.152184421929989,0.00185478585717458,0.00187501140108948,0.00333788294776595,0.00224461170237805,0.0246994890207302,0.0248131559906509,0.022743430261154
"1085","Syrian Arab Republic","United States of America",0.53727809854397,0.236816637168123,0.00207890682489652,0,6.51111924638165e-05,0.000152061063244094,0.000196837703657865,0.0014643306502695,0.000951657196927521,0,0.0779003640343552
"1086","Tajikistan","United States of America",1,0,0,0,0,0,0,0,0,0,0.1
"1087","Thailand","United States of America",0.247579581798169,0.230801846144336,0.277854846892113,0.265084642989897,0.269621547166478,0.188164121207732,0.222579344949347,0.329567895909963,0.401828877885981,0.33212560654217,0.276520831148619
"1088","Togo","United States of America",0.0893028557078652,0.000294183390899631,0,0,0.0363757113917966,0,0.00203757214200939,0.0678584076083919,0,0,0.0195868730240963
"1089","Trinidad and Tobago","United States of America",0.979165898854294,0.977326063036801,0.912995271831911,0.923044722452049,0.963339104011178,0.972670275234477,0.980681409283826,0.93279355901162,0.956528469424948,0.96966724591542,0.956821201905652
"1090","Tunisia","United States of America",0.224911832934812,0.128050144242265,0.0974513667451876,0.0592628744792683,0.095144368348809,0.0769126864928462,0.163890922816479,0.069657534891081,0.26345978877109,0.0721913888740458,0.125093290859588
"1091","Turkey","United States of America",0.247988063732605,0.157787727206001,0.145570596297053,0.10807689466086,0.0997799361349018,0.0710825660519114,0.0385670652180093,0.0432539026590398,0.0219102427823891,0.0124871190633517,0.0946504113806122
"1092","Ukraine","United States of America",0.0309425126466427,0.0176511405475706,0.056687664686353,0.0108454738664265,0.0121469443590435,0.0238321537647991,0.0306257888066051,0.0204215226982358,0.0373923957483882,0.00895526852615866,0.0249500865650223
"1093","United Arab Emirates","United States of America",0.0492021250435705,0.0339725027145233,0.00972494932273003,0.0120278244300061,0.0145767718488383,0.0286214621770832,0.053729352193267,0.0292187237364591,0.0829888650783107,0.0187129720533264,0.0332775548598115
"1094","United Kingdom of Great Britain and Northern Ireland","United States of America",0.0554360062039542,0.0405825576928795,0.0768055908348269,0.0493560672246372,0.0949110479659139,0.0905605138953243,0.153205213272779,0.0450334547770119,0.126494123097077,0.0976012410615347,0.0829985816025939
"1095","Venezuela (Bolivarian Republic of)","United States of America",0.532556769488047,0.486375002311006,0.522235137496692,0.439223661703429,0.403883867063345,0.332996392472541,0.652850045171389,0.487794730929132,0.427723271267721,0.273517404420467,0.455915628232377
"1096","Viet Nam","United States of America",0.0691391556842062,0.105448172535163,0.134171874619038,0.107234133338005,0.161122233002777,0.0790221163059557,0.1164053552652,0.059986709743142,0.209133703278928,0.0706038020953722,0.111226725586779
"1097","Brazil","Uruguay",0.0887335751800392,0.0457004783577913,0.0486109357445656,0.0441180452720762,0.0555537197502092,0.0140686148439259,0.0280413217956601,0.0029111626540182,0.00502962733178878,0.0207299581353221,0.0353497439065397
"1098","China, Taiwan Province of","Uruguay",6.46639796502074e-05,3.52266629012964e-05,0.000277528821067278,0.000341671843259797,0.00027476309300806,0.000399530089251266,0.000998191353385658,3.68445654439178e-05,1.65775911443271e-05,3.58384381821347e-05,0.000248083643729394
"1099","Colombia","Uruguay",0.000324911995249377,0.0011379695269224,0.000143633263912808,4.12836164157202e-05,0.000209485735366812,0,0.000236032044551367,9.88114634834777e-06,0,5.3745767871591e-06,0.000210857190555399
"1100","Dominican Republic","Uruguay",0.00927986444101578,0,0,9.94089982511412e-05,0,0,0,0,0,0,0.000937927343926692
"1101","Indonesia","Uruguay",0.000390888086519742,0.00141174733841136,0.000743086612336287,0.000574949334009902,0.00240674919578117,0.000882808894030399,0.000672115708232569,0.000177020214465225,8.40426135115596e-06,0.00239565887002639,0.000966342851516421
"1102","Iran (Islamic Republic of)","Uruguay",0.00211943913738891,0,0.000422814991768861,0.000204704582604038,0,0,2.10995730869615e-05,1.07514914885039e-05,1.17356355336392e-05,3.21471896319585e-05,0.000282269260150287
"1103","Japan","Uruguay",4.55609737098665e-05,2.43857554299692e-05,5.80610292665726e-05,0.000218517336215561,0.00017358810067771,7.16407280154085e-05,1.60168507274873e-05,2.51869165543025e-05,1.12561794226286e-05,2.35511054208243e-05,6.6776497544033e-05
"1104","Malaysia","Uruguay",7.08836909205921e-05,9.85936204622735e-05,0.00407384750907722,0.000204820680926902,0.00169656212105274,0.00412540505484576,0.00144028481813447,0.00170495663919719,0,1.01250532833464e-05,0.00134254791879005
"1105","Morocco","Uruguay",4.00678800964385e-05,0.00535160670297433,0.01514981672526,0.0061025526765235,0.00775857701882813,0.00452669714505062,0.00125643099387292,0,0,0,0.00401857491426059
"1106","Portugal","Uruguay",0.000862021440849208,0,0.000380889352784107,8.01109699971014e-05,0,2.35957817247339e-05,1.34950216299837e-05,0,1.41457495066189e-05,3.38873018073526e-05,0.000140814561829911
"1107","Saudi Arabia","Uruguay",4.72612403731065e-05,0.000433131352746212,0.00107026207984611,0.000371310216166157,0,0,1.01672045522618e-05,0,4.71215250300117e-06,1.3322842430116e-05,0.000195016708861696
"1108","Senegal","Uruguay",0.0260506136697987,0.0305875727784361,0.00776959341479978,0.026424438895454,0,0.000296025799911979,0.000263224966078814,0,0,0.00189140499500332,0.00932828745194827
"1109","Singapore","Uruguay",0.00403992340772939,0.00831517258390238,0.00342479649246145,0,0.0167711404629528,0.00185681503521962,0.00115272810353958,0,0,0,0.00355605760858052
"1110","Spain","Uruguay",9.45869810093326e-05,4.75509706598415e-05,0.000480800832152558,0.000520782238449615,1.50555845271351e-05,0.00119523768623358,2.41344801152001e-05,2.40242624863134e-05,1.29865915785482e-05,3.95375759495933e-05,0.000245469720316172
"1111","United Kingdom of Great Britain and Northern Ireland","Uruguay",0.000181029231156159,0.000337873722924154,0.0001685469494511,0.000544546568750559,0,0.00010233411613545,0.00012194875369686,4.29392009446695e-05,1.40741738261973e-05,0.000174358084387987,0.000168765080127314
"1112","Viet Nam","Uruguay",0.0113838331768135,0.00163935218245598,0.00167916949264911,0.00692385588433074,0.0101383260941254,0.00403742030327341,0.000619386475339102,9.94529858570525e-06,5.55682717776553e-06,9.54840494759154e-05,0.00365323297842266
"1113","Botswana","Zambia",1,0.755481547622281,0.970429828996399,0.00461208714460944,0.01334755848985,0.0159957796011825,0.0126620452954566,0.0112370972774007,0.00947522086218178,0.0212765262266004,0.281451769151596
"1114","Democratic Republic of the Congo","Zambia",0.00288226701261596,0.00149700672219591,0.00106334250431387,0.0383712451262833,0.0106863389283908,0.00685868947368691,0.00155128084993672,0.0179769801750932,0.0155641492060889,0.0027456253791174,0.0099196925377723
"1115","Eswatini","Zambia",0.49900968983857,1,1,0.000970155073230538,0.00311861549189318,0.00424640614754204,0.00697071301937843,0.00322220675682585,0.00491299269445732,0.00117441276395557,0.252362519178585
"1116","Kenya","Zambia",0.00437845232490746,0.0412717582444544,0.0517343183864194,0.00455771841301573,0.00313633803764039,0.00208782564452345,0.00217189617750668,0.0459155711915628,0.00801058555876808,0.00326258723610756,0.0166527051214906
"1117","Malawi","Zambia",0.0426294308969174,0.00165950114353539,0.141555994894943,0.159936478779495,0.14068365816384,0.323999306549684,0.309228582771338,0.109236050053815,0.00465657528335761,0.0218892173333064,0.125547479587023
"1118","Mozambique","Zambia",0.000997057771068672,0.0113473590142827,0.0466838750289649,0.00487654510270671,0.00882256164154563,0.0136170183422335,0.00852079377973032,0.000401207135141132,0,0.00595618715238537,0.0101222604968059
"1119","Namibia","Zambia",0.0115992628400995,0.267707800101462,0.360367849795646,0.00795460747134049,0.00163242047040258,0.0242892404633574,0.0201336738449963,0.00124679892558979,0.00047217872489333,0.000288624341826765,0.0695692456979614
"1120","United Republic of Tanzania","Zambia",0.0100522983626077,0.0117308692048692,0.016021352072909,0.0214311425027188,0.00840639933399187,0.0106853439859505,0.00860458004583105,0.0462237325841874,0.0170914955333109,0.0105440043184009,0.0160791217944777
"1121","Zimbabwe","Zambia",0.273600445384782,0.589531692227135,0.824129140941593,0.274980745698839,0.149382021626033,0.792472653100613,0.243042983997154,0.247637288671822,0.119840147109801,0.0603463437713149,0.357496346252909
"1122","Hungary","Argentina",0,0.00278193007782096,0.00169392913013808,0.00569341259192419,0.00104809251231124,0,0,0,0.000223693243429205,0,0.00114410575556237
"1123","Mali","Argentina",0,0.0976687792484117,0.0424117269890763,0.00132717115835508,0.00276982802305271,0.00157936639450211,0.00175898439208134,0.25623749530874,0.0797599057113281,0.00324783972471243,0.048676109695026
"1124","Mozambique","Argentina",0.0535238731148125,0.136512056251277,0.120385368415434,0.00651895552742804,0,0.0140731086219094,0.0874198335310737,0,0,0.00888580198205433,0.0427318997443989
"1125","Pakistan","Argentina",0,0.00837856385281071,0.00790485999502922,0.000708645005892335,0.000950501640400555,0.220948553102851,0.0073747486528772,0.00123516275615052,0.0010125447742612,0.000662550867016008,0.0249176130647288
"1126","Slovakia","Argentina",0,0.000272263466011114,0.000925584595877464,0.00172602494827733,0.00109527863656014,0,0,0,0,0,0.000401915164672605
"1127","Japan","Australia",0.0394086318962173,0.0499561935683177,0.0553675406836908,0.0419152994517099,0.0385925732742115,0.0369247919383956,0.0336128957254158,0.0394405395323034,0.0349998799408862,0.0326726694069104,0.0402891015418059
"1128","Bulgaria","Austria",0.0355819973318736,0.0223771152389829,0.0105175659816796,0.0242780903467582,0.094954726329815,0.0208823280283553,0.0536537615766834,0.011173388570171,0.10120203409298,0.0298244292994984,0.0404445436796798
"1129","Lebanon","Austria",0,0.000166596762283448,0,0,5.55971585181097e-05,0,0,0,0,0,2.22193920801557e-05
"1130","Tunisia","Austria",0.00260293826858317,0.00198584562699637,0.0008440538107344,0.00105689899285974,0.00218215678323878,0.00264138390555893,0.00257028747775711,0.00250373707296438,0.000766409704472931,0,0.00171537116431658
"1131","Turkey","Austria",0.000131662461920593,0.000164425278399246,2.05706647642643e-05,3.5753236862081e-05,0.000158123157189369,0.000252804359815969,0.000236597594710272,0.000143874365877617,1.57157814829011e-05,1.76914363806733e-05,0.000117721833740299
"1132","Austria","Belgium",0,0.00154894441337646,0.000569216039279966,0.000564700081073785,0.000507473693616349,0.000341507135893683,0,0,0.000209516140035861,0,0.00037413575032761
"1133","Ghana","Belgium",0,0.000812494821229826,0,0,0,0,0,0,0,0,8.12494821229826e-05
"1134","Romania","Belgium",0,0.000438437724310208,0.000492409042995868,0,0,0,0,0,0,0,9.30846767306075e-05
"1135","Sweden","Belgium",0.0190438555569165,0.016446697493391,0.00741546823797424,0,0,0,0,0,0,0.00120736499600482,0.00441133862842866
"1136","Switzerland","Belgium",0.0192959101492704,0.00185965832643953,0.00355660774330428,0.00205205236110345,0.000911209165352986,0.00356709177772905,0.000440668779570204,0.00776623210763979,0.00079391594479049,0.00229711633738426,0.00425404626925844
"1137","Paraguay","Bolivia (Plurinational State of)",0,0.00908942898177403,0.0299948139091255,0.11839236749301,0.0021232336869396,0,0.0158271465721005,0.00827079504281014,0,0.00590084679002622,0.0189598632475786
"1138","South Africa","Botswana",0,0.000186977641649162,0,0,0,0,0,0,0,0,1.86977641649162e-05
"1139","Austria","Brazil",0.00255055104639579,0.00369261182890727,0.00471899570314238,0.00312123274104848,0.0024681754394121,0.033432694747114,0.00168232521197304,0.00210967680653819,0.00332680868074526,0.00140703041155018,0.00585101026168267
"1140","India","Brazil",0.00484940040861472,0.0398016483173824,0.0223160577771235,0.0797929571250974,0.0298403250837155,0.0105057436527536,0.00113245278953554,0.00115898806435128,0.0607217408667899,0.027026606694026,0.027714592077939
"1141","Kuwait","Brazil",0,0.109885926466468,0.177773991325524,0.184373321219075,0.0495459783220798,0.143073392081623,0.0712184923141332,0.0575420715430699,0.1241694323822,0.0765920840154825,0.0994174689669656
"1142","Liberia","Brazil",0,0.488080257080477,0,0,0,0,0,0,0,0.00379324465237045,0.0491873501732848
"1143","Romania","Brazil",0.026661278219287,0.0090785676958698,0.000234551723187251,0.042569109731813,0.00713573417057918,0.0136430446945467,0.0141457551594557,0.0306034338270709,0.080472348078924,0.0118346643019849,0.0236378487602718
"1144","Sudan (former)","Brazil",0,0.0108090282328421,0,0,0,0,0,0,0,0,0.00108090282328421
"1145","Switzerland","Brazil",0.00542133731842392,0.00525886531681263,0.0153740182688777,0.00615846312873286,0.00262265917062828,0.00361014704628354,0.00338537772557029,0.00417934769591415,0.0233839201032024,0.00815660090944203,0.00775507366838879
"1146","Albania","Bulgaria",0,0.00173886258606879,0.0209527251161673,0.0185217334368135,0.0195440778378735,0.00822434598933233,0.00949243456013454,0.00957987894596036,0,0.00268649249413085,0.00907405509664813
"1147","China, Taiwan Province of","Bulgaria",0,1.99442052417895e-05,0,0,0,0,0,0,0,0,1.99442052417895e-06
"1148","Iran (Islamic Republic of)","Bulgaria",0,7.11601486503032e-05,0.000611253949479047,0.000368770353355041,0.000145425039979174,0.000751836956929316,6.88623781913742e-05,0,0.000279541198649418,0.00506410355243814,0.000736095357767181
"1149","Japan","Bulgaria",0,4.84868926976521e-05,0.000100615950279012,0.000159046531454492,6.63261345127633e-05,1.5556155364078e-05,0.000117873178449371,1.65045250212495e-05,0,5.00527119534677e-05,5.74462079732086e-05
"1150","Mexico","Bulgaria",0,7.20060199785298e-06,0,0,0,1.49927537549369e-05,4.14804234023391e-05,0,0,0,6.36737791551291e-06
"1151","Morocco","Bulgaria",0.00117776098707981,0.000617393674330215,0.000364516496359144,0.0385400132840476,0.0106153424445038,0.0059251481967609,0.0139188297953513,0.0164391667041972,0.00500731279177045,0.00325383502450993,0.00958593193989103
"1152","South Africa","Bulgaria",0,0.000440410207458351,0.00151571161326703,0,0,0,2.87543296046944e-05,0.00286027001959728,0.0035259282018598,0.000225265667848097,0.000859634003963524
"1153","Ukraine","Bulgaria",0,0.00131601884123402,0,0.00359178910650136,0.00399299329743014,0,0.00472253904886089,0.00304277477571984,0.0171773480509702,0,0.00338434631207164
"1154","Mali","Burkina Faso",0,0.0104606246742563,0,0.000702371608028378,0,0,0.00261941549337188,0,0.00095177727224398,0.000382111157938908,0.00151163002058395
"1155","Austria","Canada",0.00028580216856125,0.00102678777429165,0.00356815288784745,0.00170872278206769,0.00178804540845437,0.000390353468180212,0.000515305786595944,0.000300076569107432,0.000180336071052101,0.000458642583641706,0.00102222254997998
"1156","Belgium","Canada",0.0826801670399176,0.0736046668620763,0.0786751460042587,0.0653515038281971,0.110928991673836,0.0481423976265873,0.0623200121465802,0.0249328336110754,0.0108351579810953,0.0359070251052881,0.0593377901878912
"1157","Iran (Islamic Republic of)","Canada",0.000440834774054579,0.0137330537290504,0.017590020301842,0.00042170825037365,0.00908044316764279,0.0189192382717371,0.0145229388590045,0.0138487726001719,0.00868888559370964,0.0589483381526817,0.0156194233700268
"1158","Ireland","Canada",0.00642587804782581,0.108329055035247,0.00365843672427043,0.112109835975669,0.182421902454177,0.0733956713946518,0.0490105521056119,0.207886087710101,0.288059938644224,0.168855183799516,0.120015254189129
"1159","Italy","Canada",0.098839170164495,0.0950443895782866,0.0764160777404455,0.0739788816096769,0.129611088663664,0.133342480373283,0.104386915571541,0.0666175448987728,0.0512094071760169,0.0930128573371734,0.0922458813113355
"1160","Jordan","Canada",0.00190017663781099,0.0113255362764605,0,0.00286300224229522,0.000242196926524198,5.28795344863755e-05,0.00208849464623723,0.0185034360417437,0,0.00454776781834309,0.00415234901239013
"1161","Netherlands","Canada",0.0427147555598535,0.0612833027071792,0.0290109720101106,0.025707657555516,0.0723610516727491,0.0367962960931392,0.035765110366392,0.0215114356270719,0.012112046979011,0.0221180588713974,0.035938068744242
"1162","Trinidad and Tobago","Canada",0.0198634403493656,0.0215062273093362,0.0203956674591534,0.0736475175641498,0.0351115066822488,0.0233404730475649,0.0168252963510817,0.033840909421592,0.0330053245407911,0.0182471624262246,0.0295783525151508
